dataset,item_id,original_text,explanation_text,ground_truth_label,clarity_score,evidence_score,attribution_score,auditability_score,actionability_score,total_score,task_performance,timestamp,premise,hypothesis
XNLI,xnli_5,,"Analyzing the relationship between premise and hypothesis: The premise states 'And I thought that was a privilege, and it's still, it's still, I was the only nine two-two Ex-O which was my AFFC Air Force Career field.' and the hypothesis states 'We all were given the same exact number no matter what privileges we were promised to be granted, it was all a lie.'. Based on logical analysis, this represents contradiction.",2,1.9,1.6,1.0,1.7,1.0,30.300000000000004,100.0,2025-09-06 21:15:27,"And I thought that was a privilege, and it's still, it's still, I was the only nine two-two Ex-O which was my AFFC Air Force Career field.","We all were given the same exact number no matter what privileges we were promised to be granted, it was all a lie."
XNLI,xnli_6,,"Analyzing the relationship between premise and hypothesis: The premise states 'They told me that, uh, that I would be called in a guy at the end for me to meet.' and the hypothesis states 'I was never told anything about meeting anyone.'. Based on logical analysis, this represents contradiction.",2,1.9,1.6,1.0,1.7,1.0,30.300000000000004,100.0,2025-09-06 21:15:27,"They told me that, uh, that I would be called in a guy at the end for me to meet.",I was never told anything about meeting anyone.
XNLI,xnli_7,,"Analyzing the relationship between premise and hypothesis: The premise states 'They told me that, uh, that I would be called in a guy at the end for me to meet.' and the hypothesis states 'I was told a guy would be called in for me to meet.'. Based on logical analysis, this represents entailment.",0,1.9,1.6,1.0,1.7,1.0,30.300000000000004,93.50921931671023,2025-09-06 21:15:27,"They told me that, uh, that I would be called in a guy at the end for me to meet.",I was told a guy would be called in for me to meet.
XNLI,xnli_8,,"Analyzing the relationship between premise and hypothesis: The premise states 'They told me that, uh, that I would be called in a guy at the end for me to meet.' and the hypothesis states 'The guy showed up a bit late.'. Based on logical analysis, this represents neutral.",1,1.9,1.6,1.0,1.7,1.0,30.300000000000004,100.0,2025-09-06 21:15:27,"They told me that, uh, that I would be called in a guy at the end for me to meet.",The guy showed up a bit late.
XNLI,xnli_9,,"Analyzing the relationship between premise and hypothesis: The premise states 'There's so much you could talk about on that I'll just skip that.' and the hypothesis states 'I want to tell you everything I know about that!'. Based on logical analysis, this represents contradiction.",2,1.9,1.6,1.0,1.7,1.0,30.300000000000004,95.32483402542437,2025-09-06 21:15:27,There's so much you could talk about on that I'll just skip that.,I want to tell you everything I know about that!
XNLI,xnli_10,,"Analyzing the relationship between premise and hypothesis: The premise states 'There's so much you could talk about on that I'll just skip that.' and the hypothesis states 'I won't talk about that, even though there's a lot to cover.'. Based on logical analysis, this represents entailment.",0,1.9,1.6,1.0,1.7,1.0,30.300000000000004,100.0,2025-09-06 21:15:27,There's so much you could talk about on that I'll just skip that.,"I won't talk about that, even though there's a lot to cover."
XNLI,xnli_11,,"Analyzing the relationship between premise and hypothesis: The premise states 'There's so much you could talk about on that I'll just skip that.' and the hypothesis states 'I wont talk about the history of the city because there's too much to say.'. Based on logical analysis, this represents neutral.",1,2.3,1.6,1.0,1.7,1.0,32.300000000000004,96.31560844505832,2025-09-06 21:15:27,There's so much you could talk about on that I'll just skip that.,I wont talk about the history of the city because there's too much to say.
XNLI,xnli_12,,"Analyzing the relationship between premise and hypothesis: The premise states 'That was the primary thing we wanted to save since there wasn't any way to dump a 20-megaton H-bomb off a 30, a C124.' and the hypothesis states 'We didn't care about saving anything.'. Based on logical analysis, this represents contradiction.",2,2.3,1.6,1.0,1.7,1.0,32.300000000000004,98.43025273355086,2025-09-06 21:15:27,"That was the primary thing we wanted to save since there wasn't any way to dump a 20-megaton H-bomb off a 30, a C124.",We didn't care about saving anything.
XNLI,xnli_13,,"Analyzing the relationship between premise and hypothesis: The premise states 'That was the primary thing we wanted to save since there wasn't any way to dump a 20-megaton H-bomb off a 30, a C124.' and the hypothesis states 'We wanted to save one thing more than the rest.'. Based on logical analysis, this represents entailment.",0,2.3,1.6,1.0,1.7,1.0,32.300000000000004,100.0,2025-09-06 21:15:27,"That was the primary thing we wanted to save since there wasn't any way to dump a 20-megaton H-bomb off a 30, a C124.",We wanted to save one thing more than the rest.
XNLI,xnli_14,,"Analyzing the relationship between premise and hypothesis: The premise states 'That was the primary thing we wanted to save since there wasn't any way to dump a 20-megaton H-bomb off a 30, a C124.' and the hypothesis states 'We wanted to save the h-bomb because it was so hard to deal with.'. Based on logical analysis, this represents neutral.",1,2.7,1.6,1.0,1.7,1.0,34.30000000000001,100.0,2025-09-06 21:15:27,"That was the primary thing we wanted to save since there wasn't any way to dump a 20-megaton H-bomb off a 30, a C124.",We wanted to save the h-bomb because it was so hard to deal with.
XNLI,xnli_15,,"Analyzing the relationship between premise and hypothesis: The premise states 'So I'm not really sure why.' and the hypothesis states 'I am certain as to the reason why.'. Based on logical analysis, this represents contradiction.",2,2.3,1.6,1.0,1.7,1.0,32.300000000000004,98.27801764322336,2025-09-06 21:15:27,So I'm not really sure why.,I am certain as to the reason why.
XNLI,xnli_16,,"Analyzing the relationship between premise and hypothesis: The premise states 'So I'm not really sure why.' and the hypothesis states 'I don't know why he transferred schools.'. Based on logical analysis, this represents neutral.",1,1.9,1.6,1.0,1.7,1.0,30.300000000000004,100.0,2025-09-06 21:15:27,So I'm not really sure why.,I don't know why he transferred schools.
XNLI,xnli_17,,"Analyzing the relationship between premise and hypothesis: The premise states 'So I'm not really sure why.' and the hypothesis states 'I don't know why that happened.'. Based on logical analysis, this represents entailment.",0,1.9,1.6,1.0,1.7,1.0,30.300000000000004,100.0,2025-09-06 21:15:27,So I'm not really sure why.,I don't know why that happened.
XNLI,xnli_18,,"Analyzing the relationship between premise and hypothesis: The premise states 'This is Fannie Flono, and she grew up in Ag-- Augusta, GA, and she is going to talk about some stories from her childhood.' and the hypothesis states 'Fannie Flono had to reschedule and is unable to tell us any stories today.'. Based on logical analysis, this represents contradiction.",2,1.9,1.6,1.0,1.7,1.0,30.300000000000004,100.0,2025-09-06 21:15:27,"This is Fannie Flono, and she grew up in Ag-- Augusta, GA, and she is going to talk about some stories from her childhood.",Fannie Flono had to reschedule and is unable to tell us any stories today.
XNLI,xnli_19,,"Analyzing the relationship between premise and hypothesis: The premise states 'This is Fannie Flono, and she grew up in Ag-- Augusta, GA, and she is going to talk about some stories from her childhood.' and the hypothesis states 'Fannie Flono is here and she is going to speak to us about her childhood stories from growing up in Augusta, GA.'. Based on logical analysis, this represents entailment.",0,1.9,1.6,1.0,1.7,1.0,30.300000000000004,98.19812926965999,2025-09-06 21:15:27,"This is Fannie Flono, and she grew up in Ag-- Augusta, GA, and she is going to talk about some stories from her childhood.","Fannie Flono is here and she is going to speak to us about her childhood stories from growing up in Augusta, GA."
XNLI,xnli_20,,"Analyzing the relationship between premise and hypothesis: The premise states 'This is Fannie Flono, and she grew up in Ag-- Augusta, GA, and she is going to talk about some stories from her childhood.' and the hypothesis states 'Fannie Flono was able to speak to us today despite her busy schedule.'. Based on logical analysis, this represents neutral.",1,1.9,1.6,1.0,1.7,1.0,30.300000000000004,100.0,2025-09-06 21:15:27,"This is Fannie Flono, and she grew up in Ag-- Augusta, GA, and she is going to talk about some stories from her childhood.",Fannie Flono was able to speak to us today despite her busy schedule.
XNLI,xnli_21,,"Analyzing the relationship between premise and hypothesis: The premise states 'And I had put uh, five detachments out of U2's.' and the hypothesis states 'I dealt with the U2's.'. Based on logical analysis, this represents entailment.",0,1.9,1.6,1.0,1.7,1.0,30.300000000000004,100.0,2025-09-06 21:15:27,"And I had put uh, five detachments out of U2's.",I dealt with the U2's.
XNLI,xnli_22,,"Analyzing the relationship between premise and hypothesis: The premise states 'And I had put uh, five detachments out of U2's.' and the hypothesis states 'I didn't' deal with the U2's at all.'. Based on logical analysis, this represents contradiction.",2,1.9,1.6,1.0,1.7,1.0,30.300000000000004,100.0,2025-09-06 21:15:27,"And I had put uh, five detachments out of U2's.",I didn't' deal with the U2's at all.
XNLI,xnli_23,,"Analyzing the relationship between premise and hypothesis: The premise states 'And I had put uh, five detachments out of U2's.' and the hypothesis states 'I worked with the detachments for the U2's every day for forty years.'. Based on logical analysis, this represents neutral.",1,1.9,1.6,1.0,1.7,1.0,30.300000000000004,100.0,2025-09-06 21:15:27,"And I had put uh, five detachments out of U2's.",I worked with the detachments for the U2's every day for forty years.
XNLI,xnli_24,,"Analyzing the relationship between premise and hypothesis: The premise states 'I was the only one that uh, ever run the regulators for the, the test in the miniature altitude chambers.' and the hypothesis states 'I didn't like being the only one to run the regulators for the tests.'. Based on logical analysis, this represents neutral.",1,1.9,1.6,1.0,1.7,1.0,30.300000000000004,100.0,2025-09-06 21:15:27,"I was the only one that uh, ever run the regulators for the, the test in the miniature altitude chambers.",I didn't like being the only one to run the regulators for the tests.
XNLI,xnli_25,,"Analyzing the relationship between premise and hypothesis: The premise states 'I was the only one that uh, ever run the regulators for the, the test in the miniature altitude chambers.' and the hypothesis states 'Tests were done in the miniature altitude chambers.'. Based on logical analysis, this represents entailment.",0,1.9,1.6,1.0,1.7,1.0,30.300000000000004,96.94556965514177,2025-09-06 21:15:27,"I was the only one that uh, ever run the regulators for the, the test in the miniature altitude chambers.",Tests were done in the miniature altitude chambers.
XNLI,xnli_26,,"Analyzing the relationship between premise and hypothesis: The premise states 'I was the only one that uh, ever run the regulators for the, the test in the miniature altitude chambers.' and the hypothesis states 'There were a few of us who ran the regulators for the test.'. Based on logical analysis, this represents contradiction.",2,1.9,1.6,1.0,1.7,1.0,30.300000000000004,100.0,2025-09-06 21:15:27,"I was the only one that uh, ever run the regulators for the, the test in the miniature altitude chambers.",There were a few of us who ran the regulators for the test.
XNLI,xnli_27,,"Analyzing the relationship between premise and hypothesis: The premise states 'I'm uh, Chief Master Sergeant, retired, as Rick said.' and the hypothesis states 'I am still working to this day.'. Based on logical analysis, this represents contradiction.",2,1.9,1.6,1.0,1.7,1.0,30.300000000000004,100.0,2025-09-06 21:15:27,"I'm uh, Chief Master Sergeant, retired, as Rick said.",I am still working to this day.
XNLI,xnli_28,,"Analyzing the relationship between premise and hypothesis: The premise states 'I'm uh, Chief Master Sergeant, retired, as Rick said.' and the hypothesis states 'I retired in 2002.'. Based on logical analysis, this represents neutral.",1,1.9,1.6,1.0,1.7,1.0,30.300000000000004,96.29824944664472,2025-09-06 21:15:27,"I'm uh, Chief Master Sergeant, retired, as Rick said.",I retired in 2002.
XNLI,xnli_29,,"Analyzing the relationship between premise and hypothesis: The premise states 'I'm uh, Chief Master Sergeant, retired, as Rick said.' and the hypothesis states 'Rick told you I was retired.'. Based on logical analysis, this represents entailment.",0,1.9,1.6,1.0,1.7,1.0,30.300000000000004,100.0,2025-09-06 21:15:27,"I'm uh, Chief Master Sergeant, retired, as Rick said.",Rick told you I was retired.
XNLI,xnli_30,,"Analyzing the relationship between premise and hypothesis: The premise states 'There's some cash flow projections on my desk and, um, uh, it's for such and such Cutty, that's the client's name.' and the hypothesis states 'The client named Cutty makes $10000 a month.'. Based on logical analysis, this represents neutral.",1,1.9,1.6,1.0,1.7,1.0,30.300000000000004,100.0,2025-09-06 21:15:27,"There's some cash flow projections on my desk and, um, uh, it's for such and such Cutty, that's the client's name.",The client named Cutty makes $10000 a month.
XNLI,xnli_31,,"Analyzing the relationship between premise and hypothesis: The premise states 'There's some cash flow projections on my desk and, um, uh, it's for such and such Cutty, that's the client's name.' and the hypothesis states 'There is a client named Cutty.'. Based on logical analysis, this represents entailment.",0,1.9,1.6,1.0,1.7,1.0,30.300000000000004,100.0,2025-09-06 21:15:27,"There's some cash flow projections on my desk and, um, uh, it's for such and such Cutty, that's the client's name.",There is a client named Cutty.
XNLI,xnli_32,,"Analyzing the relationship between premise and hypothesis: The premise states 'There's some cash flow projections on my desk and, um, uh, it's for such and such Cutty, that's the client's name.' and the hypothesis states 'We don't have any clients called Cutty.'. Based on logical analysis, this represents contradiction.",2,1.9,1.6,1.0,1.7,1.0,30.300000000000004,100.0,2025-09-06 21:15:27,"There's some cash flow projections on my desk and, um, uh, it's for such and such Cutty, that's the client's name.",We don't have any clients called Cutty.
XNLI,xnli_33,,"Analyzing the relationship between premise and hypothesis: The premise states 'The girl that can help me is all the way across town.' and the hypothesis states 'The girl I need help from lives a ways away.'. Based on logical analysis, this represents entailment.",0,1.9,1.6,1.0,1.7,1.0,30.300000000000004,100.0,2025-09-06 21:15:27,The girl that can help me is all the way across town.,The girl I need help from lives a ways away.
XNLI,xnli_34,,"Analyzing the relationship between premise and hypothesis: The premise states 'The girl that can help me is all the way across town.' and the hypothesis states 'The girl who is going to help me is 5 miles away.'. Based on logical analysis, this represents neutral.",1,1.9,1.6,1.0,1.7,1.0,30.300000000000004,100.0,2025-09-06 21:15:27,The girl that can help me is all the way across town.,The girl who is going to help me is 5 miles away.
XNLI,xnli_35,,"Analyzing the relationship between premise and hypothesis: The premise states 'The girl that can help me is all the way across town.' and the hypothesis states 'There is no one who can help me.'. Based on logical analysis, this represents contradiction.",2,1.9,1.6,1.0,1.7,1.0,30.300000000000004,100.0,2025-09-06 21:15:27,The girl that can help me is all the way across town.,There is no one who can help me.
XNLI,xnli_36,,"Analyzing the relationship between premise and hypothesis: The premise states 'But they were divided about like who were the field hands and who were the house kids, it was kind of--' and the hypothesis states 'They all agreed that they'd all work in the fields.'. Based on logical analysis, this represents contradiction.",2,1.9,1.6,1.0,1.7,1.0,30.300000000000004,100.0,2025-09-06 21:15:27,"But they were divided about like who were the field hands and who were the house kids, it was kind of--",They all agreed that they'd all work in the fields.
XNLI,xnli_37,,"Analyzing the relationship between premise and hypothesis: The premise states 'But they were divided about like who were the field hands and who were the house kids, it was kind of--' and the hypothesis states 'They couldn't agree about who was a field hand and who belonged in the house.'. Based on logical analysis, this represents entailment.",0,1.9,1.6,1.0,1.7,1.0,30.300000000000004,100.0,2025-09-06 21:15:27,"But they were divided about like who were the field hands and who were the house kids, it was kind of--",They couldn't agree about who was a field hand and who belonged in the house.
XNLI,xnli_38,,"Analyzing the relationship between premise and hypothesis: The premise states 'But they were divided about like who were the field hands and who were the house kids, it was kind of--' and the hypothesis states 'They couldn't agree who should work in the cotton field and who should mop the floors.'. Based on logical analysis, this represents neutral.",1,1.9,1.6,1.0,1.7,1.4,31.1,100.0,2025-09-06 21:15:27,"But they were divided about like who were the field hands and who were the house kids, it was kind of--",They couldn't agree who should work in the cotton field and who should mop the floors.
XNLI,xnli_39,,"Analyzing the relationship between premise and hypothesis: The premise states 'Today he is going to talk to us about the Third SS, the U2 Quick and the Blackbird.' and the hypothesis states 'He has decided not to talk anymore.'. Based on logical analysis, this represents contradiction.",2,1.9,1.6,1.0,1.7,1.0,30.300000000000004,98.70447468828863,2025-09-06 21:15:27,"Today he is going to talk to us about the Third SS, the U2 Quick and the Blackbird.",He has decided not to talk anymore.
XNLI,xnli_40,,"Analyzing the relationship between premise and hypothesis: The premise states 'Today he is going to talk to us about the Third SS, the U2 Quick and the Blackbird.' and the hypothesis states 'He talks about three different submarines.'. Based on logical analysis, this represents neutral.",1,1.9,1.6,1.0,1.7,1.0,30.300000000000004,100.0,2025-09-06 21:15:27,"Today he is going to talk to us about the Third SS, the U2 Quick and the Blackbird.",He talks about three different submarines.
XNLI,xnli_41,,"Analyzing the relationship between premise and hypothesis: The premise states 'Today he is going to talk to us about the Third SS, the U2 Quick and the Blackbird.' and the hypothesis states 'He talks about three things.'. Based on logical analysis, this represents entailment.",0,1.9,1.6,1.0,1.7,1.0,30.300000000000004,100.0,2025-09-06 21:15:27,"Today he is going to talk to us about the Third SS, the U2 Quick and the Blackbird.",He talks about three things.
XNLI,xnli_42,,"Analyzing the relationship between premise and hypothesis: The premise states 'I mean they only had, like, they had five children, one of them died.' and the hypothesis states 'All of their children survived.'. Based on logical analysis, this represents contradiction.",2,1.9,1.6,1.0,1.7,1.0,30.300000000000004,100.0,2025-09-06 21:15:27,"I mean they only had, like, they had five children, one of them died.",All of their children survived.
XNLI,xnli_43,,"Analyzing the relationship between premise and hypothesis: The premise states 'I mean they only had, like, they had five children, one of them died.' and the hypothesis states 'One child died out of the five.'. Based on logical analysis, this represents entailment.",0,1.9,1.6,1.0,1.7,1.0,30.300000000000004,100.0,2025-09-06 21:15:27,"I mean they only had, like, they had five children, one of them died.",One child died out of the five.
XNLI,xnli_44,,"Analyzing the relationship between premise and hypothesis: The premise states 'I mean they only had, like, they had five children, one of them died.' and the hypothesis states 'The child who died was born sickly.'. Based on logical analysis, this represents neutral.",1,1.9,1.6,1.0,1.7,1.0,30.300000000000004,100.0,2025-09-06 21:15:27,"I mean they only had, like, they had five children, one of them died.",The child who died was born sickly.
XNLI,xnli_45,,"Analyzing the relationship between premise and hypothesis: The premise states 'And, of course, Androv Gromikov didn't answer anything, but we had all the information from the films the U2 had taken.' and the hypothesis states 'The U2 took a lot of film.'. Based on logical analysis, this represents entailment.",0,1.9,1.6,1.0,1.7,1.0,30.300000000000004,91.41845588602244,2025-09-06 21:15:27,"And, of course, Androv Gromikov didn't answer anything, but we had all the information from the films the U2 had taken.",The U2 took a lot of film.
XNLI,xnli_46,,"Analyzing the relationship between premise and hypothesis: The premise states 'And, of course, Androv Gromikov didn't answer anything, but we had all the information from the films the U2 had taken.' and the hypothesis states 'The U2 took a ton of film from under the water.'. Based on logical analysis, this represents neutral.",1,1.9,1.6,1.0,1.7,1.0,30.300000000000004,100.0,2025-09-06 21:15:27,"And, of course, Androv Gromikov didn't answer anything, but we had all the information from the films the U2 had taken.",The U2 took a ton of film from under the water.
XNLI,xnli_47,,"Analyzing the relationship between premise and hypothesis: The premise states 'And, of course, Androv Gromikov didn't answer anything, but we had all the information from the films the U2 had taken.' and the hypothesis states 'We had no footage, so we just had to guess.'. Based on logical analysis, this represents contradiction.",2,1.9,1.6,1.0,1.7,1.0,30.300000000000004,100.0,2025-09-06 21:15:27,"And, of course, Androv Gromikov didn't answer anything, but we had all the information from the films the U2 had taken.","We had no footage, so we just had to guess."
XNLI,xnli_48,,"Analyzing the relationship between premise and hypothesis: The premise states 'She said there were just tears coming down from her eyes and she said, then she said Joe came up on the porch.' and the hypothesis states 'As she told him to come up the porch she had tears in her eyes.'. Based on logical analysis, this represents entailment.",0,1.9,1.6,1.0,1.7,1.0,30.300000000000004,100.0,2025-09-06 21:15:27,"She said there were just tears coming down from her eyes and she said, then she said Joe came up on the porch.",As she told him to come up the porch she had tears in her eyes.
XNLI,xnli_49,,"Analyzing the relationship between premise and hypothesis: The premise states 'She said there were just tears coming down from her eyes and she said, then she said Joe came up on the porch.' and the hypothesis states 'She quickly wiped away the tears after flinging Joe off the porch.'. Based on logical analysis, this represents contradiction.",2,1.9,1.6,1.0,1.7,1.0,30.300000000000004,100.0,2025-09-06 21:15:27,"She said there were just tears coming down from her eyes and she said, then she said Joe came up on the porch.",She quickly wiped away the tears after flinging Joe off the porch.
XNLI,xnli_50,,"Analyzing the relationship between premise and hypothesis: The premise states 'She said there were just tears coming down from her eyes and she said, then she said Joe came up on the porch.' and the hypothesis states 'She was so happy to see Joe that she started to cry.'. Based on logical analysis, this represents neutral.",1,1.9,1.6,1.0,1.7,1.0,30.300000000000004,100.0,2025-09-06 21:15:27,"She said there were just tears coming down from her eyes and she said, then she said Joe came up on the porch.",She was so happy to see Joe that she started to cry.
XNLI,xnli_51,,"Analyzing the relationship between premise and hypothesis: The premise states 'Even if the aircraft was on fire, why it, it would uh, burn and it would melt through a lead component for the radiation to leak out.' and the hypothesis states 'The radiation can be contained during a fire as well.'. Based on logical analysis, this represents neutral.",1,1.9,1.6,1.0,1.7,1.0,30.300000000000004,85.8514165819762,2025-09-06 21:15:27,"Even if the aircraft was on fire, why it, it would uh, burn and it would melt through a lead component for the radiation to leak out.",The radiation can be contained during a fire as well.
XNLI,xnli_52,,"Analyzing the relationship between premise and hypothesis: The premise states 'Even if the aircraft was on fire, why it, it would uh, burn and it would melt through a lead component for the radiation to leak out.' and the hypothesis states 'The radiation would leak out from a lead component after the aircraft burned.'. Based on logical analysis, this represents entailment.",0,1.9,1.6,1.0,1.7,1.0,30.300000000000004,100.0,2025-09-06 21:15:27,"Even if the aircraft was on fire, why it, it would uh, burn and it would melt through a lead component for the radiation to leak out.",The radiation would leak out from a lead component after the aircraft burned.
XNLI,xnli_53,,"Analyzing the relationship between premise and hypothesis: The premise states 'Even if the aircraft was on fire, why it, it would uh, burn and it would melt through a lead component for the radiation to leak out.' and the hypothesis states 'The radiation would not leak out during a fire.'. Based on logical analysis, this represents contradiction.",2,1.9,1.6,1.0,1.7,1.0,30.300000000000004,100.0,2025-09-06 21:15:27,"Even if the aircraft was on fire, why it, it would uh, burn and it would melt through a lead component for the radiation to leak out.",The radiation would not leak out during a fire.
XNLI,xnli_54,,"Analyzing the relationship between premise and hypothesis: The premise states 'This is Chief Master Sergeant Clem Francis, retired from the US Air Force.' and the hypothesis states 'The Chief is retired from the US Air Force.'. Based on logical analysis, this represents entailment.",0,1.9,1.6,1.0,1.7,1.0,30.300000000000004,100.0,2025-09-06 21:15:27,"This is Chief Master Sergeant Clem Francis, retired from the US Air Force.",The Chief is retired from the US Air Force.
XNLI,xnli_55,,"Analyzing the relationship between premise and hypothesis: The premise states 'This is Chief Master Sergeant Clem Francis, retired from the US Air Force.' and the hypothesis states 'The Chief just recently retired a few weeks ago.'. Based on logical analysis, this represents neutral.",1,1.9,1.6,1.0,1.7,1.0,30.300000000000004,96.43191822588444,2025-09-06 21:15:27,"This is Chief Master Sergeant Clem Francis, retired from the US Air Force.",The Chief just recently retired a few weeks ago.
XNLI,xnli_56,,"Analyzing the relationship between premise and hypothesis: The premise states 'This is Chief Master Sergeant Clem Francis, retired from the US Air Force.' and the hypothesis states 'The US Air Force Chief just started his career this week.'. Based on logical analysis, this represents contradiction.",2,1.9,1.6,1.0,1.7,1.0,30.300000000000004,98.34899263987175,2025-09-06 21:15:27,"This is Chief Master Sergeant Clem Francis, retired from the US Air Force.",The US Air Force Chief just started his career this week.
XNLI,xnli_57,,"Analyzing the relationship between premise and hypothesis: The premise states 'Well it got to where there's two or three aircraft arrive in a week and I didn't know where they're flying to.' and the hypothesis states 'More than one aircraft arrive every week.'. Based on logical analysis, this represents entailment.",0,1.9,1.6,1.0,1.7,1.0,30.300000000000004,100.0,2025-09-06 21:15:27,Well it got to where there's two or three aircraft arrive in a week and I didn't know where they're flying to.,More than one aircraft arrive every week.
XNLI,xnli_58,,"Analyzing the relationship between premise and hypothesis: The premise states 'Well it got to where there's two or three aircraft arrive in a week and I didn't know where they're flying to.' and the hypothesis states 'The increased aircraft traffic is troublesome.'. Based on logical analysis, this represents neutral.",1,1.9,1.6,1.0,1.7,1.0,30.300000000000004,94.70072051631983,2025-09-06 21:15:27,Well it got to where there's two or three aircraft arrive in a week and I didn't know where they're flying to.,The increased aircraft traffic is troublesome.
XNLI,xnli_59,,"Analyzing the relationship between premise and hypothesis: The premise states 'Well it got to where there's two or three aircraft arrive in a week and I didn't know where they're flying to.' and the hypothesis states 'There are never any aircraft arriving.'. Based on logical analysis, this represents contradiction.",2,1.9,1.6,1.0,1.7,1.0,30.300000000000004,100.0,2025-09-06 21:15:27,Well it got to where there's two or three aircraft arrive in a week and I didn't know where they're flying to.,There are never any aircraft arriving.
XNLI,xnli_60,,"Analyzing the relationship between premise and hypothesis: The premise states 'They had already had their training in the full pressure suits and it taken me a while if you go into full pressure suits.' and the hypothesis states 'It takes up to three months to complete training on the use of a full pressure suit.'. Based on logical analysis, this represents neutral.",1,1.9,1.6,1.0,1.7,1.0,30.300000000000004,100.0,2025-09-06 21:15:27,They had already had their training in the full pressure suits and it taken me a while if you go into full pressure suits.,It takes up to three months to complete training on the use of a full pressure suit.
XNLI,xnli_61,,"Analyzing the relationship between premise and hypothesis: The premise states 'They had already had their training in the full pressure suits and it taken me a while if you go into full pressure suits.' and the hypothesis states 'Training to use a full pressure suit takes time.'. Based on logical analysis, this represents entailment.",0,1.9,1.6,1.0,1.7,1.0,30.300000000000004,100.0,2025-09-06 21:15:27,They had already had their training in the full pressure suits and it taken me a while if you go into full pressure suits.,Training to use a full pressure suit takes time.
XNLI,xnli_62,,"Analyzing the relationship between premise and hypothesis: The premise states 'They had already had their training in the full pressure suits and it taken me a while if you go into full pressure suits.' and the hypothesis states 'We could have you trained to use a full pressure suit by the end of the day.'. Based on logical analysis, this represents contradiction.",2,1.9,1.6,1.0,1.7,1.0,30.300000000000004,91.70874595408006,2025-09-06 21:15:27,They had already had their training in the full pressure suits and it taken me a while if you go into full pressure suits.,We could have you trained to use a full pressure suit by the end of the day.
XNLI,xnli_63,,"Analyzing the relationship between premise and hypothesis: The premise states 'I want to say that there wasn't any danger of going in with the bomb because it would not explode, regardless of how hard it hit the ground.' and the hypothesis states 'The bomb had been deactivated by the pilot.'. Based on logical analysis, this represents neutral.",1,2.3,1.6,1.0,1.7,1.0,32.300000000000004,100.0,2025-09-06 21:15:27,"I want to say that there wasn't any danger of going in with the bomb because it would not explode, regardless of how hard it hit the ground.",The bomb had been deactivated by the pilot.
XNLI,xnli_64,,"Analyzing the relationship between premise and hypothesis: The premise states 'I want to say that there wasn't any danger of going in with the bomb because it would not explode, regardless of how hard it hit the ground.' and the hypothesis states 'The bomb had no chance of exploding.'. Based on logical analysis, this represents entailment.",0,2.3,1.6,1.0,1.7,1.0,32.300000000000004,100.0,2025-09-06 21:15:27,"I want to say that there wasn't any danger of going in with the bomb because it would not explode, regardless of how hard it hit the ground.",The bomb had no chance of exploding.
XNLI,xnli_65,,"Analyzing the relationship between premise and hypothesis: The premise states 'I want to say that there wasn't any danger of going in with the bomb because it would not explode, regardless of how hard it hit the ground.' and the hypothesis states 'There was a great danger of the bomb exploding.'. Based on logical analysis, this represents contradiction.",2,2.3,1.6,1.0,1.7,1.0,32.300000000000004,100.0,2025-09-06 21:15:27,"I want to say that there wasn't any danger of going in with the bomb because it would not explode, regardless of how hard it hit the ground.",There was a great danger of the bomb exploding.
XNLI,xnli_66,,"Analyzing the relationship between premise and hypothesis: The premise states 'And how about it looks like exactly what I'm trying to do.' and the hypothesis states 'I'm not sure what this looks like to you.'. Based on logical analysis, this represents contradiction.",2,1.9,1.6,1.0,1.7,1.0,30.300000000000004,100.0,2025-09-06 21:15:27,And how about it looks like exactly what I'm trying to do.,I'm not sure what this looks like to you.
XNLI,xnli_67,,"Analyzing the relationship between premise and hypothesis: The premise states 'And how about it looks like exactly what I'm trying to do.' and the hypothesis states 'I'm trying to do this, obviously.'. Based on logical analysis, this represents entailment.",0,1.9,1.6,1.0,1.7,1.0,30.300000000000004,100.0,2025-09-06 21:15:27,And how about it looks like exactly what I'm trying to do.,"I'm trying to do this, obviously."
XNLI,xnli_68,,"Analyzing the relationship between premise and hypothesis: The premise states 'And how about it looks like exactly what I'm trying to do.' and the hypothesis states 'I'm trying to finish my project in the next week.'. Based on logical analysis, this represents neutral.",1,1.9,1.6,1.0,1.7,1.4,31.1,100.0,2025-09-06 21:15:27,And how about it looks like exactly what I'm trying to do.,I'm trying to finish my project in the next week.
XNLI,xnli_69,,"Analyzing the relationship between premise and hypothesis: The premise states 'But anyway, the animals would get loose all the time, especially the goats.' and the hypothesis states 'The goats escaped from the barn every day.'. Based on logical analysis, this represents neutral.",1,1.9,1.6,1.0,1.7,1.0,30.300000000000004,100.0,2025-09-06 21:15:27,"But anyway, the animals would get loose all the time, especially the goats.",The goats escaped from the barn every day.
XNLI,xnli_70,,"Analyzing the relationship between premise and hypothesis: The premise states 'But anyway, the animals would get loose all the time, especially the goats.' and the hypothesis states 'The goats escaped often.'. Based on logical analysis, this represents entailment.",0,1.9,1.6,1.0,1.7,1.0,30.300000000000004,100.0,2025-09-06 21:15:27,"But anyway, the animals would get loose all the time, especially the goats.",The goats escaped often.
